timestamp,concurrent_players,cpu_usage_percent,memory_usage_gb,network_in_mbps,network_out_mbps,tick_rate,hour,day_of_week,is_weekend,anomaly,anomaly_type,server_id,realm
2026-01-04 10:00:00,115,63.6,17.7,88.1,73.2,56,10,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 11:00:00,115,49.4,19.6,121.4,73.8,60,11,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 12:00:00,114,62.0,18.8,90.8,66.3,59,12,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 13:00:00,114,55.9,20.2,105.3,62.7,61,13,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 14:00:00,115,52.1,18.9,121.5,116.4,58,14,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 15:00:00,115,50.4,18.5,88.1,82.6,58,15,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 16:00:00,115,54.9,19.9,96.4,75.2,61,16,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 17:00:00,115,59.4,20.4,117.8,65.5,60,17,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 18:00:00,125,57.0,19.0,97.3,68.2,60,18,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 19:00:00,140,66.2,21.3,85.6,82.0,55,19,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 20:00:00,155,57.1,21.3,166.9,97.4,59,20,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 21:00:00,169,65.4,20.5,125.8,73.2,56,21,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 22:00:00,182,62.8,25.8,148.8,85.7,57,22,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-04 23:00:00,192,71.0,27.3,176.7,105.6,51,23,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 00:00:00,174,69.9,25.1,127.0,107.5,49,0,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 01:00:00,178,65.4,22.2,122.2,103.2,54,1,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 02:00:00,177,56.4,24.5,146.7,128.4,58,2,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 03:00:00,172,66.8,21.2,101.7,81.0,54,3,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 04:00:00,164,66.3,25.8,125.4,87.1,53,4,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 05:00:00,153,64.2,21.1,127.3,114.6,55,5,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 06:00:00,139,65.0,23.2,105.8,85.4,53,6,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 07:00:00,124,53.0,21.3,68.3,87.7,60,7,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 08:00:00,109,57.3,17.1,119.1,96.2,59,8,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 09:00:00,95,56.9,15.4,78.1,46.6,57,9,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 10:00:00,90,44.1,17.2,100.6,52.5,58,10,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 11:00:00,90,52.5,15.4,66.8,49.9,60,11,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 12:00:00,90,49.2,16.8,54.4,40.0,59,12,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 13:00:00,90,50.9,15.9,77.4,49.3,58,13,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 14:00:00,89,52.4,13.9,66.9,66.6,59,14,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 15:00:00,89,49.1,13.2,50.0,61.5,60,15,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 16:00:00,89,48.3,16.9,100.6,62.7,57,16,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 17:00:00,90,51.3,15.8,59.6,48.4,60,17,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 18:00:00,100,48.7,16.8,50.0,50.2,58,18,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 19:00:00,115,51.4,20.1,118.6,88.0,59,19,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 20:00:00,130,61.1,22.2,93.9,70.5,59,20,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 21:00:00,144,56.3,21.4,103.0,90.8,59,21,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 22:00:00,158,66.1,22.7,91.1,97.3,53,22,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-05 23:00:00,168,67.1,24.9,169.2,122.7,53,23,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 00:00:00,246,74.8,22.9,115.0,120.2,62,0,1,0,1,bot_influx,realm1-shard1,alpha-realm-1
2026-01-06 01:00:00,179,64.5,25.5,144.4,88.0,54,1,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 02:00:00,178,71.8,25.9,160.7,89.0,53,2,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 03:00:00,173,62.2,25.6,146.8,112.5,57,3,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 04:00:00,166,63.0,21.0,131.6,98.6,57,4,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 05:00:00,155,64.7,21.7,90.0,86.2,54,5,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 06:00:00,141,63.5,20.2,96.6,99.8,56,6,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 07:00:00,126,56.7,20.2,104.6,78.4,59,7,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 08:00:00,111,52.6,19.4,73.1,67.4,58,8,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 09:00:00,97,58.1,19.6,81.7,69.9,59,9,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 10:00:00,91,58.3,16.0,86.4,49.0,59,10,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 11:00:00,91,55.3,16.0,92.1,78.1,62,11,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 12:00:00,90,51.5,18.4,50.0,42.2,58,12,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 13:00:00,91,48.1,17.2,116.7,64.5,60,13,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 14:00:00,90,47.9,18.5,87.3,75.5,60,14,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 15:00:00,91,53.5,17.2,72.8,40.0,58,15,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 16:00:00,91,53.1,15.0,94.6,49.4,61,16,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 17:00:00,91,57.0,14.7,120.1,71.7,59,17,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 18:00:00,101,55.8,15.4,52.0,78.0,56,18,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 19:00:00,115,49.7,20.0,87.5,66.4,60,19,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 20:00:00,131,62.8,22.4,57.2,67.6,56,20,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 21:00:00,146,57.3,24.8,120.7,101.9,58,21,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 22:00:00,158,61.9,24.4,133.7,112.6,59,22,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-06 23:00:00,168,66.2,25.9,133.6,83.3,54,23,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 00:00:00,176,74.7,24.0,127.7,87.5,49,0,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 01:00:00,179,79.7,23.4,102.2,110.8,46,1,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 02:00:00,178,69.5,26.4,149.9,116.2,51,2,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 03:00:00,173,65.4,25.2,167.5,99.3,56,3,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 04:00:00,165,66.8,24.0,120.2,109.2,53,4,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 05:00:00,154,66.3,23.4,132.0,81.7,58,5,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 06:00:00,141,59.1,22.0,81.4,52.9,58,6,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 07:00:00,126,64.9,22.0,109.9,69.2,57,7,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 08:00:00,111,55.9,20.6,80.9,67.5,61,8,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 09:00:00,96,54.3,18.0,61.6,53.5,60,9,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 10:00:00,91,54.0,18.0,57.6,40.0,58,10,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 11:00:00,91,53.1,17.5,64.9,40.0,59,11,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 12:00:00,91,54.7,16.0,80.4,46.9,56,12,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 13:00:00,92,49.1,18.0,50.0,68.7,60,13,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 14:00:00,91,84.1,14.6,162.25,73.4,40,14,2,0,1,ddos_spike,realm1-shard1,alpha-realm-1
2026-01-07 15:00:00,92,47.2,18.4,72.8,73.0,60,15,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 16:00:00,91,53.1,14.9,50.8,42.4,55,16,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 17:00:00,92,54.7,17.3,109.5,40.0,58,17,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 18:00:00,102,55.2,16.5,64.5,68.6,58,18,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 19:00:00,117,62.8,20.1,80.2,79.7,58,19,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 20:00:00,132,58.7,20.6,86.0,85.2,60,20,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 21:00:00,147,64.1,19.7,153.6,58.0,56,21,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 22:00:00,160,59.4,24.0,139.1,83.0,60,22,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-07 23:00:00,171,64.2,23.5,118.1,102.2,55,23,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 00:00:00,178,69.8,26.4,164.5,114.1,53,0,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 01:00:00,181,71.0,25.4,148.8,120.1,51,1,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 02:00:00,180,66.2,25.9,149.1,110.2,55,2,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 03:00:00,175,66.2,23.4,133.1,110.0,54,3,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 04:00:00,167,94.0,23.1,296.5,101.5,42,4,3,0,1,ddos_spike,realm1-shard1,alpha-realm-1
2026-01-08 05:00:00,156,61.7,22.3,131.6,103.9,59,5,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 06:00:00,143,64.3,23.0,103.5,90.5,55,6,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 07:00:00,128,60.3,22.8,138.7,77.8,60,7,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 08:00:00,113,57.3,17.6,65.0,63.8,61,8,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 09:00:00,99,53.0,19.1,109.9,60.6,59,9,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 10:00:00,93,51.8,13.7,72.2,63.1,61,10,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 11:00:00,94,49.3,15.2,81.2,60.4,60,11,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 12:00:00,94,54.7,15.6,91.9,62.1,56,12,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 13:00:00,94,53.6,15.0,62.6,76.5,60,13,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 14:00:00,94,53.9,14.6,92.5,60.4,59,14,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 15:00:00,131,64.8,17.6,50.0,46.7,60,15,3,0,1,bot_influx,realm1-shard1,alpha-realm-1
2026-01-08 16:00:00,94,43.3,16.7,60.8,69.7,61,16,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 17:00:00,94,56.3,17.6,56.7,40.0,60,17,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 18:00:00,105,52.0,19.1,58.9,46.8,62,18,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 19:00:00,119,53.0,19.8,90.9,76.4,59,19,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 20:00:00,134,61.9,21.9,114.9,88.1,59,20,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 21:00:00,148,60.1,22.1,132.5,70.1,61,21,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 22:00:00,161,68.2,21.7,133.6,90.9,53,22,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-08 23:00:00,172,68.4,26.1,124.3,94.1,54,23,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 00:00:00,179,70.0,24.3,150.6,100.1,51,0,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 01:00:00,182,62.3,24.1,148.1,123.4,57,1,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 02:00:00,181,72.4,25.1,163.5,119.2,48,2,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 03:00:00,177,67.9,23.6,157.1,105.9,54,3,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 04:00:00,236,78.9,23.6,135.8,93.2,57,4,4,0,1,bot_influx,realm1-shard1,alpha-realm-1
2026-01-09 05:00:00,157,63.8,23.6,107.7,74.0,58,5,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 06:00:00,144,53.8,22.3,102.1,107.7,61,6,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 07:00:00,129,59.9,19.0,92.2,86.3,59,7,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 08:00:00,114,51.4,18.2,84.9,57.8,58,8,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 09:00:00,100,47.6,19.2,85.4,70.8,60,9,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 10:00:00,94,45.8,17.8,89.5,55.3,61,10,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 11:00:00,95,56.6,20.2,75.0,52.7,61,11,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 12:00:00,94,49.4,18.8,75.5,62.9,61,12,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 13:00:00,131,73.1,18.7,78.1,45.3,59,13,4,0,1,bot_influx,realm1-shard1,alpha-realm-1
2026-01-09 14:00:00,94,49.8,14.9,64.9,51.2,59,14,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 15:00:00,94,45.1,18.2,56.7,58.2,58,15,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 16:00:00,95,47.6,17.0,50.0,49.5,59,16,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 17:00:00,96,57.2,16.4,62.9,67.6,59,17,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 18:00:00,106,53.5,18.4,94.3,91.6,60,18,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 19:00:00,121,54.6,21.0,82.7,61.3,59,19,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 20:00:00,137,60.3,21.9,104.8,57.2,59,20,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 21:00:00,151,64.2,21.2,130.1,60.6,55,21,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 22:00:00,164,69.0,24.9,141.6,96.1,54,22,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-09 23:00:00,175,72.3,23.8,118.4,95.1,50,23,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 00:00:00,207,70.8,28.2,185.5,127.3,51,0,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 01:00:00,210,67.5,27.7,190.5,128.0,52,1,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 02:00:00,209,71.0,27.7,144.6,101.4,49,2,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 03:00:00,205,72.9,28.8,147.5,95.8,51,3,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 04:00:00,197,66.6,25.4,181.4,122.6,55,4,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 05:00:00,186,64.7,28.8,145.9,113.6,53,5,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 06:00:00,172,67.3,21.8,93.2,96.8,55,6,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 07:00:00,157,63.1,22.2,97.6,69.3,58,7,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 08:00:00,142,60.7,22.2,108.6,92.3,59,8,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-10 09:00:00,128,55.0,21.2,79.1,95.9,62,9,5,1,0,normal,realm1-shard1,alpha-realm-1
